,text,score,output,ground_truth_output,Attacked
143,[[[[Premise]]]]: The girls walk down the street.<SPLIT>[[[[Hypothesis]]]]: [[Girls]] were going to the park.,0.108397364616394,1.0,1.0,0
144,[[[[Premise]]]]: A man wearing a red uniform and helmet stands on his motorbike.<SPLIT>[[[[Hypothesis]]]]: a man [[sitting]] in a car.,0.0022185444831848,2.0,2.0,0
145,[[[[Premise]]]]: A man wearing a red uniform and helmet stands on his motorbike.<SPLIT>[[[[Hypothesis]]]]: a [[person]] standing.,0.011716604232788,0.0,0.0,0
146,[[[[Premise]]]]: A man wearing a red uniform and helmet stands on his motorbike.<SPLIT>[[[[Hypothesis]]]]: a man standing on his [[motorbike]].,0.0123595595359802,0.0,0.0,0
147,[[[[Premise]]]]: A man of the cloth puts a black substance on a man's forehead.<SPLIT>[[[[Hypothesis]]]]: The man puts something on the other [[mans]] head.,0.1464866995811462,0.0,0.0,0
148,[[[[Premise]]]]: A man of the cloth puts a black substance on a man's forehead.<SPLIT>[[[[Hypothesis]]]]: The [[women]] are at the park.,0.0025116205215454,2.0,2.0,0
149,[[[[Premise]]]]: A man of the cloth puts a black substance on a man's forehead.<SPLIT>[[[[Hypothesis]]]]: The men are at [[church]].,0.2876796722412109,1.0,1.0,0
150,[[[[Premise]]]]: A person rolls down a hill riding a wagon as another watches.<SPLIT>[[[[Hypothesis]]]]: Two people are [[outside]].,0.0103870034217834,0.0,0.0,0
151,[[[[Premise]]]]: A person rolls down a hill riding a wagon as another watches.<SPLIT>[[[[Hypothesis]]]]: A person [[stares]] at an empty [[hill]].,0.0143548846244812,2.0,2.0,0
152,[[[[Premise]]]]: A person rolls down a hill riding a wagon as another watches.<SPLIT>[[[[Hypothesis]]]]: A [[child]] in a wagon rolls down a hill.,0.1516454219818115,1.0,1.0,0
153,[[[[Premise]]]]: a boy holding onto the wall of an old brick house's raised foundation.<SPLIT>[[[[Hypothesis]]]]: a boy holding onto the wall of an old brick house's raised [[foundation]] as construction occurs,0.3496515154838562,1.0,1.0,0
154,[[[[Premise]]]]: a boy holding onto the wall of an old brick house's raised foundation.<SPLIT>[[[[Hypothesis]]]]: a [[girl]] is leaning against the wall,0.0018551349639892,2.0,2.0,0
155,[[[[Premise]]]]: a boy holding onto the wall of an old brick house's raised foundation.<SPLIT>[[[[Hypothesis]]]]: a boy is against the [[wall]] of a raised foundation,0.2669660449028015,0.0,0.0,0
156,"[[[[Premise]]]]: Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.<SPLIT>[[[[Hypothesis]]]]: Bruce [[Springsteen]] is from Florida.",0.0985325574874877,1.0,1.0,0
157,"[[[[Premise]]]]: Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.<SPLIT>[[[[Hypothesis]]]]: Bruce Springsteen is a [[singer]].",0.4585151672363281,0.0,0.0,0
158,"[[[[Premise]]]]: Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall.<SPLIT>[[[[Hypothesis]]]]: Bruce Springsteen is [[gay]]",0.0148220658302307,1.0,1.0,0
159,[[[[Premise]]]]: Six dogs swimming in a river.<SPLIT>[[[[Hypothesis]]]]: Six [[dogs]] are outdoors.,0.0128384232521057,0.0,0.0,0
160,[[[[Premise]]]]: Six dogs swimming in a river.<SPLIT>[[[[Hypothesis]]]]: [[The]] puppies are setting on the [[couch]].,0.001214325428009,2.0,2.0,0
161,[[[[Premise]]]]: A man and woman are taking a picture of themselves while a woman in a scarf walks by them.<SPLIT>[[[[Hypothesis]]]]: A man and woman have mug shots taken because they have been [[arrested]].,0.2983187437057495,2.0,2.0,0
162,[[[[Premise]]]]: A man and woman are taking a picture of themselves while a woman in a scarf walks by them.<SPLIT>[[[[Hypothesis]]]]: A man and woman take selfies while a woman walks by and [[judges]] them.,0.0659672617912292,1.0,1.0,0
163,[[[[Premise]]]]: A man and woman are taking a picture of themselves while a woman in a scarf walks by them.<SPLIT>[[[[Hypothesis]]]]: A [[man]] and woman take selfies of themselves.,0.4718447923660278,0.0,0.0,0
164,[[[[Premise]]]]: a group of people dancing together.<SPLIT>[[[[Hypothesis]]]]: People are [[dancing]].,0.0118777155876159,0.0,0.0,0
165,[[[[Premise]]]]: a group of people dancing together.<SPLIT>[[[[Hypothesis]]]]: They are doing the [[tango]].,0.0334917902946472,1.0,1.0,0
166,[[[[Premise]]]]: a group of people dancing together.<SPLIT>[[[[Hypothesis]]]]: [[No]] one is [[dancing]].,0.0021881461143493,2.0,2.0,0
167,[[[[Premise]]]]: Men wearing blue uniforms sit on a bus.<SPLIT>[[[[Hypothesis]]]]: Men sit on the [[bus]].,0.0135273933410644,0.0,0.0,0
168,"[[[[Premise]]]]: Men wearing blue uniforms sit on a bus.<SPLIT>[[[[Hypothesis]]]]: Men sit on the [[bus]] going to work,",0.005613088607788,1.0,1.0,0
169,[[[[Premise]]]]: Men wearing blue uniforms sit on a bus.<SPLIT>[[[[Hypothesis]]]]: Men [[drive]] the bus into the [[ocean]].,0.0042527318000793,2.0,2.0,0
170,[[[[Premise]]]]: Two men climbing on a wooden scaffold.<SPLIT>[[[[Hypothesis]]]]: Two [[people]] climbing on a wooden scaffold.,0.0208539962768554,0.0,0.0,0
171,[[[[Premise]]]]: Two men climbing on a wooden scaffold.<SPLIT>[[[[Hypothesis]]]]: Two [[women]] climbing on a wooden scaffold.,0.0014656782150268,2.0,2.0,0
172,[[[[Premise]]]]: This church choir sings to the masses as they sing joyous songs from the book at a church.<SPLIT>[[[[Hypothesis]]]]: The church is filled with [[chanson]].,0.9830423593521118,1.0,0.0,1
173,[[[[Premise]]]]: This church choir sings to the masses as they sing joyous songs from the book at a church.<SPLIT>[[[[Hypothesis]]]]: [[paras]] [[hymns]] [[hymns]] at a [[ballon]] game.,0.5488816499710083,1.0,2.0,1
174,"[[[[Premise]]]]: A woman with a green headscarf, blue shirt and a very big grin.<SPLIT>[[[[Hypothesis]]]]: The woman is [[youthful]].",0.9096229076385498,0.0,1.0,1
175,"[[[[Premise]]]]: A woman with a green headscarf, blue shirt and a very big grin.<SPLIT>[[[[Hypothesis]]]]: The [[mesdames]] is very happy.",0.7005828619003296,1.0,0.0,1
176,[[[[Premise]]]]: An old man with a package poses in front of an advertisement.<SPLIT>[[[[Hypothesis]]]]: A man poses in [[frente]] of an [[pubs]].,0.7779526114463806,1.0,0.0,1
177,[[[[Premise]]]]: An old man with a package poses in front of an advertisement.<SPLIT>[[[[Hypothesis]]]]: A man [[arises]] in front of an [[announced]] for [[bier]].,0.7544665336608887,0.0,1.0,1
178,[[[[Premise]]]]: An old man with a package poses in front of an advertisement.<SPLIT>[[[[Hypothesis]]]]: A man [[strolls]] by an ad.,0.99246484041214,0.0,2.0,1
179,[[[[Premise]]]]: A statue at a museum that no seems to be looking at.<SPLIT>[[[[Hypothesis]]]]: The statue is offensive and people are mad that it is on [[screens]].,0.5030012130737305,2.0,1.0,1
180,[[[[Premise]]]]: A statue at a museum that no seems to be looking at.<SPLIT>[[[[Hypothesis]]]]: There is a statue that not many [[gens]] [[happen]] to be interested in.,0.6614092588424683,1.0,0.0,1
181,[[[[Premise]]]]: A land rover is being driven across a river.<SPLIT>[[[[Hypothesis]]]]: A vehicle is crossing a [[arroyo]].,0.6896358728408813,1.0,0.0,1
182,[[[[Premise]]]]: A land rover is being driven across a river.<SPLIT>[[[[Hypothesis]]]]: A [[roadster]] is [[stranded]] in the middle of a river.,0.7133487462997437,1.0,2.0,1
183,[[[[Premise]]]]: A man playing an electric guitar on stage.<SPLIT>[[[[Hypothesis]]]]: A man playing [[bluesy]] on the [[ground]].,0.7657409906387329,1.0,2.0,1
184,[[[[Premise]]]]: A man playing an electric guitar on stage.<SPLIT>[[[[Hypothesis]]]]: A man playing guitar on [[ballpark]].,0.9986544847488404,2.0,0.0,1
185,[[[[Premise]]]]: A man playing an electric guitar on stage.<SPLIT>[[[[Hypothesis]]]]: A man is performing for [[currency]].,0.7160096764564514,2.0,1.0,1
186,[[[[Premise]]]]: A blond-haired doctor and her African american assistant looking threw new medical manuals.<SPLIT>[[[[Hypothesis]]]]: A [[masculine]] is [[essen]] pb and j,0.6287516951560974,0.0,2.0,1
187,"[[[[Premise]]]]: One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground.<SPLIT>[[[[Hypothesis]]]]: A [[buddies]] runs into a wall",0.5455547571182251,1.0,2.0,1
188,"[[[[Premise]]]]: One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground.<SPLIT>[[[[Hypothesis]]]]: A tan girl runs [[squints]] over an object",0.6304686069488525,1.0,0.0,1
189,[[[[Premise]]]]: A young family enjoys feeling ocean waves lap at their feet.<SPLIT>[[[[Hypothesis]]]]: A young man and woman take their child to the [[shore]] for the first [[tiempo]].,0.6768203973770142,2.0,1.0,1
190,[[[[Premise]]]]: A young family enjoys feeling ocean waves lap at their feet.<SPLIT>[[[[Hypothesis]]]]: A family is out at a [[dine]].,0.6673597693443298,0.0,2.0,1
191,[[[[Premise]]]]: A young family enjoys feeling ocean waves lap at their feet.<SPLIT>[[[[Hypothesis]]]]: [[another]] [[familial]] is at the beach.,0.546786904335022,1.0,0.0,1
192,[[[[Premise]]]]: A couple walk hand in hand down a street.<SPLIT>[[[[Hypothesis]]]]: A [[ballgame]] is walking together.,0.9920312166213988,2.0,0.0,1
193,[[[[Premise]]]]: A couple walk hand in hand down a street.<SPLIT>[[[[Hypothesis]]]]: The [[ballgame]] is [[femme]].,0.9666050672531128,2.0,1.0,1
194,[[[[Premise]]]]: A couple walk hand in hand down a street.<SPLIT>[[[[Hypothesis]]]]: A couple is [[installed]] on a [[oar]].,0.6038305759429932,1.0,2.0,1
195,[[[[Premise]]]]: 3 young man in hoods standing in the middle of a quiet street facing the camera.<SPLIT>[[[[Hypothesis]]]]: Three [[individuals]] [[assis]] by a busy street bareheaded.,0.6887659430503845,0.0,2.0,1
196,[[[[Premise]]]]: 3 young man in hoods standing in the middle of a quiet street facing the camera.<SPLIT>[[[[Hypothesis]]]]: Three hood wearing people stand in a [[thoroughfare]].,0.6504729986190796,1.0,0.0,1
197,[[[[Premise]]]]: A man reads the paper in a bar with green lighting.<SPLIT>[[[[Hypothesis]]]]: The man is [[inboard]].,0.585544764995575,2.0,0.0,1
198,[[[[Premise]]]]: A man reads the paper in a bar with green lighting.<SPLIT>[[[[Hypothesis]]]]: The [[fella]] is reading the sportspage.,0.5727725625038147,2.0,1.0,1
199,[[[[Premise]]]]: A man reads the paper in a bar with green lighting.<SPLIT>[[[[Hypothesis]]]]: The man is [[increasing]] a [[montagne]].,0.7268222570419312,1.0,2.0,1
200,[[[[Premise]]]]: Three firefighter come out of subway station.<SPLIT>[[[[Hypothesis]]]]: Three [[arsonist]] coming up from a subway station.,0.6665704250335693,1.0,0.0,1
201,[[[[Premise]]]]: Three firefighter come out of subway station.<SPLIT>[[[[Hypothesis]]]]: Three firefighters [[jeu]] [[charting]] inside a fire station.,0.7997640371322632,0.0,2.0,1
202,"[[[[Premise]]]]: A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground.<SPLIT>[[[[Hypothesis]]]]: A person is [[roundabout]] a [[piling]] of coconuts.",0.7736505270004272,1.0,0.0,1
203,"[[[[Premise]]]]: A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground.<SPLIT>[[[[Hypothesis]]]]: A person is [[vending]] [[copra]].",0.9557497501373292,2.0,1.0,1
204,"[[[[Premise]]]]: A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground.<SPLIT>[[[[Hypothesis]]]]: A person is [[feu]] a straw hat.",0.962238609790802,0.0,2.0,1
205,[[[[Premise]]]]: Male in a blue jacket decides to lay in the grass.<SPLIT>[[[[Hypothesis]]]]: The guy in [[yellowish]] is [[roll]] on the grass,0.8008192777633667,0.0,2.0,1
206,[[[[Premise]]]]: Male in a blue jacket decides to lay in the grass.<SPLIT>[[[[Hypothesis]]]]: The guy wearing a [[contusion]] jacket is laying on the green [[sod]] taking a [[anc]].,0.5583394765853882,2.0,1.0,1
207,[[[[Premise]]]]: During calf roping a cowboy calls off his horse.<SPLIT>[[[[Hypothesis]]]]: A first [[timeline]] roper falls off his [[racehorse]].,0.8446059226989746,2.0,1.0,1
208,[[[[Premise]]]]: A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment.<SPLIT>[[[[Hypothesis]]]]: A boy is on a [[schoolyard]].,0.979953110218048,1.0,0.0,1
209,[[[[Premise]]]]: A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment.<SPLIT>[[[[Hypothesis]]]]: The [[man]] is [[gambling]] on the swings after [[pupil]].,0.8516459465026855,2.0,1.0,1
210,[[[[Premise]]]]: A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment.<SPLIT>[[[[Hypothesis]]]]: The [[boys]] is [[assisi]] on the school [[omnibus]] on his way home.,0.5249617099761963,1.0,2.0,1
211,[[[[Premise]]]]: A woman wearing a ball cap squats down to touch the cracked earth.<SPLIT>[[[[Hypothesis]]]]: An [[biochemist]] wearing a hat [[lunges]] to examine the [[website]] for a [[subterranean]],0.666845440864563,2.0,1.0,1
212,[[[[Premise]]]]: A woman wearing a ball cap squats down to touch the cracked earth.<SPLIT>[[[[Hypothesis]]]]: A squatting woman wearing a hat [[touch]] the [[masa]].,0.659419596195221,2.0,0.0,1
213,[[[[Premise]]]]: A woman wearing a ball cap squats down to touch the cracked earth.<SPLIT>[[[[Hypothesis]]]]: A woman [[haven]] a sun [[capping]] planting a [[gardening]].,0.5707979202270508,1.0,2.0,1
214,[[[[Premise]]]]: Two children re laying on a rug with some wooden bricks laid out in a square between them.<SPLIT>[[[[Hypothesis]]]]: Two children are [[plaything]] [[reaped]] at a park.,0.7830716371536255,1.0,2.0,1
215,[[[[Premise]]]]: Two children re laying on a rug with some wooden bricks laid out in a square between them.<SPLIT>[[[[Hypothesis]]]]: Two children are on a [[tapestry]].,0.8867932558059692,2.0,0.0,1
216,[[[[Premise]]]]: A man standing in front of a building on the phone as two men to the side pain on the side.<SPLIT>[[[[Hypothesis]]]]: a [[fella]] [[tightest]] a building stands by two other men,0.59425288438797,1.0,0.0,1
217,[[[[Premise]]]]: A man standing in front of a building on the phone as two men to the side pain on the side.<SPLIT>[[[[Hypothesis]]]]: two [[damsel]] [[walking]] through a [[hallway]],0.5121995210647583,1.0,2.0,1
218,[[[[Premise]]]]: A man standing in front of a building on the phone as two men to the side pain on the side.<SPLIT>[[[[Hypothesis]]]]: a busy [[masculine]] stands with [[orderlies]],0.6034408807754517,0.0,1.0,1
219,"[[[[Premise]]]]: The two young girls are dressed as fairies, and are playing in the leaves outdoors.<SPLIT>[[[[Hypothesis]]]]: [[Madams]] are playing outdoors.",0.813138484954834,1.0,0.0,1
220,"[[[[Premise]]]]: The two young girls are dressed as fairies, and are playing in the leaves outdoors.<SPLIT>[[[[Hypothesis]]]]: Two girls play dress up [[inner]].",0.9695204496383668,0.0,2.0,1
221,"[[[[Premise]]]]: The two young girls are dressed as fairies, and are playing in the leaves outdoors.<SPLIT>[[[[Hypothesis]]]]: The two girls play in the [[Tumbles]].",0.9370050430297852,2.0,1.0,1
222,[[[[Premise]]]]: People jump over a mountain crevasse on a rope.<SPLIT>[[[[Hypothesis]]]]: Some people look visually [[apprehensive]] to jump.,0.5984771251678467,0.0,1.0,1
223,[[[[Premise]]]]: People jump over a mountain crevasse on a rope.<SPLIT>[[[[Hypothesis]]]]: [[Burgers]] are jumping outside.,0.8475857973098755,2.0,0.0,1
224,[[[[Premise]]]]: People jump over a mountain crevasse on a rope.<SPLIT>[[[[Hypothesis]]]]: [[Beings]] slide over a mountain crevasse on a slide.,0.6310240626335144,0.0,2.0,1
225,[[[[Premise]]]]: A snowboarder on a wide plain of snow<SPLIT>[[[[Hypothesis]]]]: A snow field with a [[skiers]] on it,0.9609256386756896,2.0,0.0,1
226,[[[[Premise]]]]: An older women tending to a garden.<SPLIT>[[[[Hypothesis]]]]: The lady is [[pans]] [[potluck]],0.7590009570121765,1.0,2.0,1
227,[[[[Premise]]]]: An older women tending to a garden.<SPLIT>[[[[Hypothesis]]]]: The lady is [[fertilizing]] her garden,0.8339574337005615,0.0,1.0,1
228,[[[[Premise]]]]: An older women tending to a garden.<SPLIT>[[[[Hypothesis]]]]: The lady has a [[playpen]],0.974069356918335,2.0,0.0,1
229,[[[[Premise]]]]: A man in a black shirt overlooking bike maintenance.<SPLIT>[[[[Hypothesis]]]]: A man [[destroyer]] a bike.,0.8679400682449341,0.0,2.0,1
230,[[[[Premise]]]]: A man in a black shirt overlooking bike maintenance.<SPLIT>[[[[Hypothesis]]]]: A [[roosters]] watches [[motorbike]] repairs.,0.9786968231201172,2.0,0.0,1
231,[[[[Premise]]]]: A man in a black shirt overlooking bike maintenance.<SPLIT>[[[[Hypothesis]]]]: A man [[obtains]] bike maintenance.,0.907210886478424,0.0,1.0,1
232,[[[[Premise]]]]: A man in a black shirt is looking at a bike in a workshop.<SPLIT>[[[[Hypothesis]]]]: A man is [[harbours]] a red [[overcoat]],0.7438995838165283,1.0,2.0,1
233,[[[[Premise]]]]: A man in a black shirt is looking at a bike in a workshop.<SPLIT>[[[[Hypothesis]]]]: A man is in a black [[sweatshirt]],0.7900314331054688,1.0,0.0,1
234,[[[[Premise]]]]: A man in a black shirt is looking at a bike in a workshop.<SPLIT>[[[[Hypothesis]]]]: A [[fella]] is [[ruled]] which bike to [[absorbing]],0.6623787879943848,2.0,1.0,1
235,[[[[Premise]]]]: A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.<SPLIT>[[[[Hypothesis]]]]: A person is in a [[stockroom]].,0.9212232232093812,2.0,0.0,1
236,[[[[Premise]]]]: A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.<SPLIT>[[[[Hypothesis]]]]: [[paras]] man repairs bicycles.,0.5308423042297363,1.0,0.0,1
237,"[[[[Premise]]]]: Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.<SPLIT>[[[[Hypothesis]]]]: Some people [[booth]] around.",0.9741284251213074,0.0,2.0,1
238,"[[[[Premise]]]]: Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.<SPLIT>[[[[Hypothesis]]]]: People [[conducted]] together.",0.993183434009552,0.0,2.0,1
239,"[[[[Premise]]]]: Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.<SPLIT>[[[[Hypothesis]]]]: [[Nationality]] wait at a station.",0.7026099562644958,1.0,0.0,1
240,[[[[Premise]]]]: A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.<SPLIT>[[[[Hypothesis]]]]: A [[enfants]] [[seaport]] a red top is standing behind a blond headed child,0.6994127035140991,1.0,0.0,1
241,[[[[Premise]]]]: A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.<SPLIT>[[[[Hypothesis]]]]: A child wearing a red top is [[stands]] on top of a blond headed child,0.5628058910369873,0.0,2.0,1
242,[[[[Premise]]]]: A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.<SPLIT>[[[[Hypothesis]]]]: A child wearing a red top is standing behind a [[kinda]] blond headed child,0.5883220434188843,0.0,1.0,1
243,"[[[[Premise]]]]: A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.<SPLIT>[[[[Hypothesis]]]]: An [[dilapidated]] lady pushing a stroller down a busy [[rue]].",0.8965980410575867,2.0,1.0,1
244,"[[[[Premise]]]]: A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.<SPLIT>[[[[Hypothesis]]]]: A person outside pushing a [[buggies]].",0.8113352060317993,2.0,0.0,1
245,[[[[Premise]]]]: A dog jumping for a Frisbee in the snow.<SPLIT>[[[[Hypothesis]]]]: A [[pets]] is enjoying a game of fetch with his [[innkeeper]].,0.6458553075790405,2.0,1.0,1
246,[[[[Premise]]]]: A dog jumping for a Frisbee in the snow.<SPLIT>[[[[Hypothesis]]]]: A [[puss]] [[laver]] his face and whiskers with his front paw.,0.8750152587890625,1.0,2.0,1
247,"[[[[Premise]]]]: A dog jumping for a Frisbee in the snow.<SPLIT>[[[[Hypothesis]]]]: An [[jackals]] is outside in the cold weather, playing with a plastic toy.",0.7354397177696228,1.0,0.0,1
248,[[[[Premise]]]]: People are conversing at a dining table under a canopy.<SPLIT>[[[[Hypothesis]]]]: People at a party are seated for [[supper]] on the lawn.,0.6339815258979797,2.0,1.0,1
249,[[[[Premise]]]]: People are conversing at a dining table under a canopy.<SPLIT>[[[[Hypothesis]]]]: People are talking underneath a [[covers]].,0.7459003925323486,2.0,0.0,1
250,[[[[Premise]]]]: People are conversing at a dining table under a canopy.<SPLIT>[[[[Hypothesis]]]]: [[Population]] are [[screeches]] at a [[pugilist]] match.,0.5650075674057007,1.0,2.0,1
251,[[[[Premise]]]]: A girl playing a violin along with a group of people<SPLIT>[[[[Hypothesis]]]]: A [[niece]] is [[decontamination]] a load of [[detergent]].,0.6950049996376038,1.0,2.0,1
252,[[[[Premise]]]]: A girl playing a violin along with a group of people<SPLIT>[[[[Hypothesis]]]]: A girl is playing an [[accoutrements]].,0.717613935470581,1.0,0.0,1
253,[[[[Premise]]]]: A girl playing a violin along with a group of people<SPLIT>[[[[Hypothesis]]]]: A group of [[peoples]] are playing in a [[bruckner]].,0.676450788974762,0.0,1.0,1
254,[[[[Premise]]]]: A woman within an orchestra is playing a violin.<SPLIT>[[[[Hypothesis]]]]: A woman is playing a [[music]].,0.9643645882606506,0.0,1.0,1
255,[[[[Premise]]]]: A woman within an orchestra is playing a violin.<SPLIT>[[[[Hypothesis]]]]: A woman is [[replicate]] the violin.,0.6799905300140381,1.0,0.0,1
256,"[[[[Premise]]]]: Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera.<SPLIT>[[[[Hypothesis]]]]: three [[fellas]] going to [[trabajo]]",0.5033071041107178,2.0,1.0,1
257,"[[[[Premise]]]]: Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera.<SPLIT>[[[[Hypothesis]]]]: three men look at the [[courtrooms]]",0.9959403872489928,2.0,0.0,1
258,"[[[[Premise]]]]: Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera.<SPLIT>[[[[Hypothesis]]]]: three men [[bed]] in a [[stores]]",0.6212763786315918,1.0,2.0,1
259,[[[[Premise]]]]: A Ford car is making a right turn as 3 males are walking across the street behind the car.<SPLIT>[[[[Hypothesis]]]]: A car making a right turn [[grabbed]] three pedestrians cross behind it.,0.790246844291687,1.0,0.0,1
260,[[[[Premise]]]]: Three boys in white shirts are walking behind an older model Ford car.<SPLIT>[[[[Hypothesis]]]]: there are three [[fella]],0.9112934470176696,2.0,0.0,1
261,[[[[Premise]]]]: Three boys in white shirts are walking behind an older model Ford car.<SPLIT>[[[[Hypothesis]]]]: There are three [[fille]],0.9518868327140808,0.0,2.0,1
262,[[[[Premise]]]]: Three girls blow out the candles of a cake made of Peeps.<SPLIT>[[[[Hypothesis]]]]: Some [[gens]] are blowing out candles,0.6165379285812378,1.0,0.0,1
263,[[[[Premise]]]]: Three girls blow out the candles of a cake made of Peeps.<SPLIT>[[[[Hypothesis]]]]: There are three [[dames]] and a cake,0.8090624809265137,1.0,0.0,1
264,[[[[Premise]]]]: Three girls blow out the candles of a cake made of Peeps.<SPLIT>[[[[Hypothesis]]]]: There are peeps in the [[gardens]].,0.6055381298065186,1.0,2.0,1
265,[[[[Premise]]]]: A crowd of people looking up at 3 people on the edge of the roof of a building.<SPLIT>[[[[Hypothesis]]]]: The [[affluence]] is [[requiring]] for [[succor]] for the people on the [[rafters]].,0.5862439870834351,0.0,1.0,1
266,[[[[Premise]]]]: A crowd of people looking up at 3 people on the edge of the roof of a building.<SPLIT>[[[[Hypothesis]]]]: Three people are [[increasing]] down the ladder on the building.,0.6181769371032715,0.0,2.0,1
267,[[[[Premise]]]]: A woman working long hours.<SPLIT>[[[[Hypothesis]]]]: A woman is working in a [[vegetative]].,0.7114660739898682,0.0,1.0,1
268,[[[[Premise]]]]: A woman working long hours.<SPLIT>[[[[Hypothesis]]]]: A woman is [[partnerships]].,0.9240288734436036,1.0,0.0,1
269,[[[[Premise]]]]: A woman working long hours.<SPLIT>[[[[Hypothesis]]]]: A woman is [[bedding]].,0.733853816986084,1.0,2.0,1
270,[[[[Premise]]]]: Two teenage girls conversing next to lockers.<SPLIT>[[[[Hypothesis]]]]: Girls talking next to the [[bathrooms]].,0.980452597141266,0.0,2.0,1
271,[[[[Premise]]]]: Two teenage girls conversing next to lockers.<SPLIT>[[[[Hypothesis]]]]: [[Men]] talking next to lockers.,0.9979614615440368,2.0,0.0,1
272,[[[[Premise]]]]: Two teenage girls conversing next to lockers.<SPLIT>[[[[Hypothesis]]]]: [[Female]] [[speaks]] about their [[question]] next to [[cupboard]].,0.7604103684425354,0.0,1.0,1
273,[[[[Premise]]]]: An old woman watches a man look down at some balls on the ground.<SPLIT>[[[[Hypothesis]]]]: An elderly female is [[stalked]] a male.,0.6905737519264221,2.0,1.0,1
274,"[[[[Premise]]]]: Two children, both wearing tan coats, are embracing one another.<SPLIT>[[[[Hypothesis]]]]: Two kids are [[snuggling]] after surviving a horrible car wreck.",0.7524341940879822,2.0,1.0,1
275,"[[[[Premise]]]]: Two children, both wearing tan coats, are embracing one another.<SPLIT>[[[[Hypothesis]]]]: Two kids are [[screwing]].",0.9976316690444946,2.0,0.0,1
276,"[[[[Premise]]]]: Two children, both wearing tan coats, are embracing one another.<SPLIT>[[[[Hypothesis]]]]: Two kids are [[performance]] down a highway.",0.5450751781463623,1.0,2.0,1
277,[[[[Premise]]]]: 2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other.<SPLIT>[[[[Hypothesis]]]]: A couple of child relatives were [[hugged]] [[than]] they were [[content]] to see [[both]] other.,0.5384989976882935,0.0,1.0,1
278,[[[[Premise]]]]: 2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other.<SPLIT>[[[[Hypothesis]]]]: Two [[schoolchildren]] were hugging.,0.772689700126648,1.0,0.0,1
279,[[[[Premise]]]]: 2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other.<SPLIT>[[[[Hypothesis]]]]: Two youths were [[nudging]] each other.,0.9045722484588624,0.0,2.0,1
280,[[[[Premise]]]]: A large number of people wearing only white and red are walking on a street.<SPLIT>[[[[Hypothesis]]]]: A large number of people wearing [[noir]] walking down the street.,0.8105038404464722,1.0,2.0,1
281,[[[[Premise]]]]: A large number of people wearing only white and red are walking on a street.<SPLIT>[[[[Hypothesis]]]]: A large number of [[homme]] walking down the street in red and white.,0.7898319363594055,0.0,1.0,1
282,[[[[Premise]]]]: A large number of people wearing only white and red are walking on a street.<SPLIT>[[[[Hypothesis]]]]: A large number of people walking on a [[rue]].,0.7555622458457947,1.0,0.0,1
283,[[[[Premise]]]]: A guy riding a motorcycle near junk cars<SPLIT>[[[[Hypothesis]]]]: The man is test driving a [[sidecar]] to decide whether or not he will buy it.,0.9789942502975464,2.0,1.0,1
284,[[[[Premise]]]]: A guy riding a motorcycle near junk cars<SPLIT>[[[[Hypothesis]]]]: A man is riding a [[scooters]].,0.9993847608566284,2.0,0.0,1
285,[[[[Premise]]]]: A guy riding a motorcycle near junk cars<SPLIT>[[[[Hypothesis]]]]: A man is sitting on a parked motorcycle [[expecting]] for his friend.,0.6069066524505615,1.0,2.0,1
