"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[[[Premise]]]]: A man holding a baby who is petting a pony.<SPLIT>[[[[Hypothesis]]]]: A man and his [[daughter]] are petting a pony.","[[[[Premise]]]]: A man holding a baby who is petting a pony.<SPLIT>[[[[Hypothesis]]]]: A man and his [[lady]] are petting a pony.",0.0054915547370910645,0.8623277544975281,2.0,0.0,2.0,66.0,"Successful"
"[[[[Premise]]]]: Men sitting on the side of a brick road.<SPLIT>[[[[Hypothesis]]]]: me are [[sitting]] on the side of a [[road]]","[[[[Premise]]]]: Men sitting on the side of a brick road.<SPLIT>[[[[Hypothesis]]]]: me are [[sits]] on the side of a [[chemin]]",0.12885254621505737,0.6729658842086792,1.0,2.0,1.0,60.0,"Successful"
"[[[[Premise]]]]: Men sitting on the side of a brick road.<SPLIT>[[[[Hypothesis]]]]: the side of the [[road]] is empty.","[[[[Premise]]]]: Men sitting on the side of a brick road.<SPLIT>[[[[Hypothesis]]]]: the side of the [[roadway]] is empty.",0.47002339363098145,0.5848077535629272,0.0,2.0,0.0,57.0,"Successful"
"[[[[Premise]]]]: Men sitting on the side of a brick road.<SPLIT>[[[[Hypothesis]]]]: men are [[talking]] on the side of the road","[[[[Premise]]]]: Men sitting on the side of a brick road.<SPLIT>[[[[Hypothesis]]]]: men are [[parle]] on the side of the road",0.013064444065093994,0.8740934133529663,2.0,1.0,2.0,50.0,"Successful"
"[[[[Premise]]]]: A black dog with a blue collar is jumping into the water.<SPLIT>[[[[Hypothesis]]]]: A dog is going to get [[wet]].","[[[[Premise]]]]: A black dog with a blue collar is jumping into the water.<SPLIT>[[[[Hypothesis]]]]: A dog is going to get [[wettest]].",0.02165442705154419,0.7980071306228638,1.0,2.0,1.0,27.0,"Successful"
"[[[[Premise]]]]: A black dog with a blue collar is jumping into the water.<SPLIT>[[[[Hypothesis]]]]: A black [[dog]] wearing a blue collar is [[chasing]] something into the [[water]].","[[[[Premise]]]]: A black dog with a blue collar is jumping into the water.<SPLIT>[[[[Hypothesis]]]]: A black [[canine]] wearing a blue collar is [[haunts]] something into the [[aguas]].",0.020796895027160645,0.6430720090866089,2.0,1.0,2.0,84.0,"Successful"
"[[[[Premise]]]]: A black dog with a blue collar is jumping into the water.<SPLIT>[[[[Hypothesis]]]]: A dog is avoiding the [[water]].","[[[[Premise]]]]: A black dog with a blue collar is jumping into the water.<SPLIT>[[[[Hypothesis]]]]: A dog is avoiding the [[river]].",0.03586900234222412,0.7912542223930359,0.0,2.0,0.0,25.0,"Successful"
"[[[[Premise]]]]: A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy.<SPLIT>[[[[Hypothesis]]]]: A girl is [[standing]].","[[[[Premise]]]]: A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy.<SPLIT>[[[[Hypothesis]]]]: A girl is [[continuing]].",0.006482720375061035,0.7514590620994568,1.0,2.0,1.0,45.0,"Successful"
"[[[[Premise]]]]: A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy.<SPLIT>[[[[Hypothesis]]]]: A girl is standing outside.","[[[[Premise]]]]: A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy.<SPLIT>[[[[Hypothesis]]]]: A girl is standing outside.",0.711635410785675,0.711635410785675,1.0,1.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy.<SPLIT>[[[[Hypothesis]]]]: [[Everyone]] is [[sitting]].","[[[[Premise]]]]: A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy.<SPLIT>[[[[Hypothesis]]]]: [[Somebody]] is [[tis]].",0.0017150044441223145,0.9792389273643494,0.0,1.0,0.0,62.0,"Successful"
"[[[[Premise]]]]: many children play in the water.<SPLIT>[[[[Hypothesis]]]]: The children are at [[camp]].","[[[[Premise]]]]: many children play in the water.<SPLIT>[[[[Hypothesis]]]]: The children are at [[tabor]].",0.01595360040664673,0.9951499700546265,2.0,0.0,2.0,25.0,"Successful"
"[[[[Premise]]]]: many children play in the water.<SPLIT>[[[[Hypothesis]]]]: Some kids splash in the water and interact with each other.","[[[[Premise]]]]: many children play in the water.<SPLIT>[[[[Hypothesis]]]]: Some kids splash in the water and interact with each other.",0.5940319299697876,0.5940319299697876,1.0,1.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: many children play in the water.<SPLIT>[[[[Hypothesis]]]]: The children are playing mini [[golf]].","[[[[Premise]]]]: many children play in the water.<SPLIT>[[[[Hypothesis]]]]: The children are playing mini [[bay]].",0.0010110735893249512,0.9872088432312012,0.0,2.0,0.0,24.0,"Successful"
"[[[[Premise]]]]: A group of kids is splashing in deep water nearby a rock formation.<SPLIT>[[[[Hypothesis]]]]: The kids are [[singing]] in a [[choir]]","[[[[Premise]]]]: A group of kids is splashing in deep water nearby a rock formation.<SPLIT>[[[[Hypothesis]]]]: The kids are [[songs]] in a [[cappella]]",0.0008754134178161621,0.9518102407455444,0.0,2.0,0.0,103.0,"Successful"
"[[[[Premise]]]]: A group of kids is splashing in deep water nearby a rock formation.<SPLIT>[[[[Hypothesis]]]]: The kids are in deep [[water]]","[[[[Premise]]]]: A group of kids is splashing in deep water nearby a rock formation.<SPLIT>[[[[Hypothesis]]]]: The kids are in deep [[agua]]",0.06490230560302734,0.9043331742286682,1.0,0.0,1.0,30.0,"Successful"
"[[[[Premise]]]]: A group of kids is splashing in deep water nearby a rock formation.<SPLIT>[[[[Hypothesis]]]]: They are [[wearing]] lifejackets","[[[[Premise]]]]: A group of kids is splashing in deep water nearby a rock formation.<SPLIT>[[[[Hypothesis]]]]: They are [[ports]] lifejackets",0.007062733173370361,0.3715078830718994,2.0,2.0,2.0,20.0,"Failed"
"[[[[Premise]]]]: a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.<SPLIT>[[[[Hypothesis]]]]: A woman climber attempts to pull herself up","[[[[Premise]]]]: a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.<SPLIT>[[[[Hypothesis]]]]: A woman climber attempts to pull herself up",0.6604431867599487,0.6604431867599487,2.0,2.0,0.0,1.0,"Skipped"
"[[[[Premise]]]]: a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.<SPLIT>[[[[Hypothesis]]]]: A climber pulls himself up some [[rocks]]","[[[[Premise]]]]: a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.<SPLIT>[[[[Hypothesis]]]]: A climber pulls himself up some [[cobbles]]",0.013483047485351562,0.9962129592895508,1.0,0.0,1.0,50.0,"Successful"
"[[[[Premise]]]]: a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.<SPLIT>[[[[Hypothesis]]]]: A climber pulls himself up 5000 feet up over a forest","[[[[Premise]]]]: a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.<SPLIT>[[[[Hypothesis]]]]: A climber pulls himself up 5000 feet up over a forest",0.9787042737007141,0.9787042737007141,0.0,0.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: a man with a red headband climbing a rock cliff looming over greenery.<SPLIT>[[[[Hypothesis]]]]: [[A]] [[man]] is outdoors.","[[[[Premise]]]]: a man with a red headband climbing a rock cliff looming over greenery.<SPLIT>[[[[Hypothesis]]]]: [[another]] [[homeboy]] is outdoors.",0.008841097354888916,0.974028468132019,1.0,2.0,1.0,66.0,"Successful"
"[[[[Premise]]]]: a man with a red headband climbing a rock cliff looming over greenery.<SPLIT>[[[[Hypothesis]]]]: A man has on climbing gear.","[[[[Premise]]]]: a man with a red headband climbing a rock cliff looming over greenery.<SPLIT>[[[[Hypothesis]]]]: A man has on climbing gear.",0.7891637086868286,0.7891637086868286,1.0,1.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: a man with a red headband climbing a rock cliff looming over greenery.<SPLIT>[[[[Hypothesis]]]]: [[A]] man is [[swimming]] in the [[ocean]].","[[[[Premise]]]]: a man with a red headband climbing a rock cliff looming over greenery.<SPLIT>[[[[Hypothesis]]]]: [[another]] man is [[bains]] in the [[seafaring]].",5.1975250244140625e-05,0.6654835343360901,0.0,2.0,0.0,65.0,"Successful"
"[[[[Premise]]]]: Two formally dressed, bald older women<SPLIT>[[[[Hypothesis]]]]: Two bald [[women]].","[[[[Premise]]]]: Two formally dressed, bald older women<SPLIT>[[[[Hypothesis]]]]: Two bald [[hens]].",0.019049644470214844,0.9999364614486694,1.0,0.0,1.0,47.0,"Successful"
"[[[[Premise]]]]: Two formally dressed, bald older women<SPLIT>[[[[Hypothesis]]]]: Two bald women with [[glasses]].","[[[[Premise]]]]: Two formally dressed, bald older women<SPLIT>[[[[Hypothesis]]]]: Two bald women with [[hues]].",0.003111898899078369,0.9821022748947144,2.0,1.0,2.0,38.0,"Successful"
"[[[[Premise]]]]: Two formally dressed, bald older women<SPLIT>[[[[Hypothesis]]]]: Two long-haired [[young]] women.","[[[[Premise]]]]: Two formally dressed, bald older women<SPLIT>[[[[Hypothesis]]]]: Two long-haired [[enfant]] women.",0.00195997953414917,0.9881283044815063,0.0,1.0,0.0,22.0,"Successful"
"[[[[Premise]]]]: A homeless man pushes an overfilled plastic blue shopping cart.<SPLIT>[[[[Hypothesis]]]]: A man has a shopping [[cart]]","[[[[Premise]]]]: A homeless man pushes an overfilled plastic blue shopping cart.<SPLIT>[[[[Hypothesis]]]]: A man has a shopping [[caddie]]",0.06032443046569824,0.8674405217170715,1.0,2.0,1.0,53.0,"Successful"
"[[[[Premise]]]]: A homeless man pushes an overfilled plastic blue shopping cart.<SPLIT>[[[[Hypothesis]]]]: A man is [[collecting]] cans to recycle","[[[[Premise]]]]: A homeless man pushes an overfilled plastic blue shopping cart.<SPLIT>[[[[Hypothesis]]]]: A man is [[congregated]] cans to recycle",0.004839479923248291,0.8288150429725647,2.0,0.0,2.0,44.0,"Successful"
"[[[[Premise]]]]: A homeless man pushes an overfilled plastic blue shopping cart.<SPLIT>[[[[Hypothesis]]]]: A [[rich]] man holding a rolex","[[[[Premise]]]]: A homeless man pushes an overfilled plastic blue shopping cart.<SPLIT>[[[[Hypothesis]]]]: A [[rican]] man holding a rolex",8.71419906616211e-05,0.7010065913200378,0.0,2.0,0.0,30.0,"Successful"
"[[[[Premise]]]]: an old shoemaker in his factory<SPLIT>[[[[Hypothesis]]]]: The [[shoemaker]] is [[inside]].","[[[[Premise]]]]: an old shoemaker in his factory<SPLIT>[[[[Hypothesis]]]]: The [[sundae]] is [[within]].",0.016055285930633545,0.9998714327812195,1.0,0.0,1.0,24.0,"Successful"
"[[[[Premise]]]]: an old shoemaker in his factory<SPLIT>[[[[Hypothesis]]]]: The shoemaker is getting ready for his 16th birthday.","[[[[Premise]]]]: an old shoemaker in his factory<SPLIT>[[[[Hypothesis]]]]: The shoemaker is getting ready for his 16th birthday.",0.8078036308288574,0.8078036308288574,2.0,2.0,0.0,1.0,"Skipped"
"[[[[Premise]]]]: an old shoemaker in his factory<SPLIT>[[[[Hypothesis]]]]: The shoemaker is [[wealthy]].","[[[[Premise]]]]: an old shoemaker in his factory<SPLIT>[[[[Hypothesis]]]]: The shoemaker is [[foo]].",0.08939361572265625,0.9911468625068665,2.0,0.0,2.0,33.0,"Successful"
"[[[[Premise]]]]: A blond woman speaks with a group of young dark-haired female students carrying pieces of paper.<SPLIT>[[[[Hypothesis]]]]: A woman [[speaks]] to other women.","[[[[Premise]]]]: A blond woman speaks with a group of young dark-haired female students carrying pieces of paper.<SPLIT>[[[[Hypothesis]]]]: A woman [[chitchat]] to other women.",0.015886962413787842,0.9912146925926208,1.0,2.0,1.0,72.0,"Successful"
"[[[[Premise]]]]: A blond woman speaks with a group of young dark-haired female students carrying pieces of paper.<SPLIT>[[[[Hypothesis]]]]: A blond speaks with a group of young dark-haired woman [[students]] carrying pieces of paper.","[[[[Premise]]]]: A blond woman speaks with a group of young dark-haired female students carrying pieces of paper.<SPLIT>[[[[Hypothesis]]]]: A blond speaks with a group of young dark-haired woman [[graduates]] carrying pieces of paper.",0.03313940763473511,0.9633868336677551,1.0,0.0,1.0,58.0,"Successful"
"[[[[Premise]]]]: A blond woman speaks with a group of young dark-haired female students carrying pieces of paper.<SPLIT>[[[[Hypothesis]]]]: A [[man]] hits on a woman.","[[[[Premise]]]]: A blond woman speaks with a group of young dark-haired female students carrying pieces of paper.<SPLIT>[[[[Hypothesis]]]]: A [[blokes]] hits on a woman.",0.0008125901222229004,0.6043496131896973,0.0,2.0,0.0,66.0,"Successful"
"[[[[Premise]]]]: The woman in the black shirt hands papers to the children surrounding her.<SPLIT>[[[[Hypothesis]]]]: Someone giving out [[paper]].","[[[[Premise]]]]: The woman in the black shirt hands papers to the children surrounding her.<SPLIT>[[[[Hypothesis]]]]: Someone giving out [[papier]].",0.026830852031707764,0.6761134266853333,1.0,2.0,1.0,44.0,"Successful"
"[[[[Premise]]]]: The woman in the black shirt hands papers to the children surrounding her.<SPLIT>[[[[Hypothesis]]]]: THe woman is giving [[homework]] to the children.","[[[[Premise]]]]: The woman in the black shirt hands papers to the children surrounding her.<SPLIT>[[[[Hypothesis]]]]: THe woman is giving [[task]] to the children.",0.0036791563034057617,0.932576060295105,2.0,1.0,2.0,44.0,"Successful"
"[[[[Premise]]]]: The woman in the black shirt hands papers to the children surrounding her.<SPLIT>[[[[Hypothesis]]]]: Woman is keeping the [[paper]] to herself.","[[[[Premise]]]]: The woman in the black shirt hands papers to the children surrounding her.<SPLIT>[[[[Hypothesis]]]]: Woman is keeping the [[documenting]] to herself.",0.02731001377105713,0.7886611223220825,0.0,2.0,0.0,46.0,"Successful"
"[[[[Premise]]]]: Girl in red jumping up<SPLIT>[[[[Hypothesis]]]]: The girl is [[jumping]] to catch the [[frisbee]].","[[[[Premise]]]]: Girl in red jumping up<SPLIT>[[[[Hypothesis]]]]: The girl is [[salto]] to catch the [[bocce]].",0.0019307732582092285,0.8133318424224854,2.0,0.0,2.0,42.0,"Successful"
"[[[[Premise]]]]: Girl in red jumping up<SPLIT>[[[[Hypothesis]]]]: The girl is [[sitting]] on the grass.","[[[[Premise]]]]: Girl in red jumping up<SPLIT>[[[[Hypothesis]]]]: The girl is [[assisi]] on the grass.",0.00047791004180908203,0.9576629400253296,0.0,2.0,0.0,32.0,"Successful"
"[[[[Premise]]]]: Girl in red jumping up<SPLIT>[[[[Hypothesis]]]]: The girl in red is in the [[air]].","[[[[Premise]]]]: Girl in red jumping up<SPLIT>[[[[Hypothesis]]]]: The girl in red is in the [[airplanes]].",0.021270334720611572,0.9999517798423767,1.0,0.0,1.0,48.0,"Successful"
"[[[[Premise]]]]: 3 ladies with numbers on their shirts running.<SPLIT>[[[[Hypothesis]]]]: There are [[ladies]] running.","[[[[Premise]]]]: 3 ladies with numbers on their shirts running.<SPLIT>[[[[Hypothesis]]]]: There are [[gentlemen]] running.",0.0040740966796875,0.9981383681297302,1.0,0.0,1.0,44.0,"Successful"
"[[[[Premise]]]]: 3 ladies with numbers on their shirts running.<SPLIT>[[[[Hypothesis]]]]: The ladies are [[riding]] bikes.","[[[[Premise]]]]: 3 ladies with numbers on their shirts running.<SPLIT>[[[[Hypothesis]]]]: The ladies are [[constituency]] bikes.",0.0003839731216430664,0.5855543613433838,0.0,2.0,0.0,18.0,"Successful"
"[[[[Premise]]]]: 3 ladies with numbers on their shirts running.<SPLIT>[[[[Hypothesis]]]]: The ladies are in a [[marathon]].","[[[[Premise]]]]: 3 ladies with numbers on their shirts running.<SPLIT>[[[[Hypothesis]]]]: The ladies are in a [[ironman]].",0.023009657859802246,0.6224525570869446,2.0,0.0,2.0,18.0,"Successful"
"[[[[Premise]]]]: A young boy walks on a pipe that stretches over water.<SPLIT>[[[[Hypothesis]]]]: [[A]] boy is [[making]] a sub [[sandwich]] in his [[kitchen]].","[[[[Premise]]]]: A young boy walks on a pipe that stretches over water.<SPLIT>[[[[Hypothesis]]]]: [[another]] boy is [[doing]] a sub [[hoagie]] in his [[canteens]].",8.428096771240234e-05,0.9429250955581665,0.0,2.0,0.0,101.0,"Successful"
"[[[[Premise]]]]: A young boy walks on a pipe that stretches over water.<SPLIT>[[[[Hypothesis]]]]: [[A]] boy is [[walking]] outside.","[[[[Premise]]]]: A young boy walks on a pipe that stretches over water.<SPLIT>[[[[Hypothesis]]]]: [[another]] boy is [[tramping]] outside.",0.12846660614013672,0.9454382658004761,1.0,2.0,1.0,32.0,"Successful"
"[[[[Premise]]]]: A young boy walks on a pipe that stretches over water.<SPLIT>[[[[Hypothesis]]]]: A boy is in [[danger]] of falling into water.","[[[[Premise]]]]: A young boy walks on a pipe that stretches over water.<SPLIT>[[[[Hypothesis]]]]: A boy is in [[perils]] of falling into water.",0.059770822525024414,0.8286745548248291,2.0,0.0,2.0,58.0,"Successful"
"[[[[Premise]]]]: A young boy in green shorts balances on a pipe above a river.<SPLIT>[[[[Hypothesis]]]]: [[Nobody]] is balancing.","[[[[Premise]]]]: A young boy in green shorts balances on a pipe above a river.<SPLIT>[[[[Hypothesis]]]]: [[Somebody]] is balancing.",0.00035381317138671875,0.9994940161705017,0.0,1.0,0.0,39.0,"Successful"
"[[[[Premise]]]]: A young boy in green shorts balances on a pipe above a river.<SPLIT>[[[[Hypothesis]]]]: A [[clever]] person balancing.","[[[[Premise]]]]: A young boy in green shorts balances on a pipe above a river.<SPLIT>[[[[Hypothesis]]]]: A [[nuanced]] person balancing.",0.0019950270652770996,0.9746953845024109,2.0,1.0,2.0,53.0,"Successful"
"[[[[Premise]]]]: A young boy in green shorts balances on a pipe above a river.<SPLIT>[[[[Hypothesis]]]]: A [[person]] balancing.","[[[[Premise]]]]: A young boy in green shorts balances on a pipe above a river.<SPLIT>[[[[Hypothesis]]]]: A [[anyone]] balancing.",0.0077863335609436035,0.9303663372993469,1.0,0.0,1.0,36.0,"Successful"
"[[[[Premise]]]]: A young man waring black and carrying a skateboard looks at an outdoor skateboard park.<SPLIT>[[[[Hypothesis]]]]: A guy with a skateboard is [[looking]] at a park to skateboard.","[[[[Premise]]]]: A young man waring black and carrying a skateboard looks at an outdoor skateboard park.<SPLIT>[[[[Hypothesis]]]]: A guy with a skateboard is [[seeking]] at a park to skateboard.",0.37695860862731934,0.8516482710838318,1.0,2.0,1.0,64.0,"Successful"
"[[[[Premise]]]]: A young man waring black and carrying a skateboard looks at an outdoor skateboard park.<SPLIT>[[[[Hypothesis]]]]: A [[girl]] with a [[ponytail]] is riding a [[bike]] at a park.","[[[[Premise]]]]: A young man waring black and carrying a skateboard looks at an outdoor skateboard park.<SPLIT>[[[[Hypothesis]]]]: A [[feminine]] with a [[headgear]] is riding a [[moto]] at a park.",0.00011682510375976562,0.5493049621582031,0.0,1.0,0.0,136.0,"Successful"
"[[[[Premise]]]]: A young man waring black and carrying a skateboard looks at an outdoor skateboard park.<SPLIT>[[[[Hypothesis]]]]: A guy is [[going]] skateboarding today.","[[[[Premise]]]]: A young man waring black and carrying a skateboard looks at an outdoor skateboard park.<SPLIT>[[[[Hypothesis]]]]: A guy is [[letting]] skateboarding today.",0.3145179748535156,0.5465327501296997,2.0,1.0,2.0,41.0,"Successful"
"[[[[Premise]]]]: Young boy wearing pajamas lying down in bed and sleeping on a colorful striped pillow.<SPLIT>[[[[Hypothesis]]]]: A young [[boy]] is [[playing]] soccer.","[[[[Premise]]]]: Young boy wearing pajamas lying down in bed and sleeping on a colorful striped pillow.<SPLIT>[[[[Hypothesis]]]]: A young [[boyfriend]] is [[replicating]] soccer.",4.506111145019531e-05,0.6216729879379272,0.0,2.0,0.0,84.0,"Successful"
"[[[[Premise]]]]: Young boy wearing pajamas lying down in bed and sleeping on a colorful striped pillow.<SPLIT>[[[[Hypothesis]]]]: A young boy is sleeping at a [[sleep]] over.","[[[[Premise]]]]: Young boy wearing pajamas lying down in bed and sleeping on a colorful striped pillow.<SPLIT>[[[[Hypothesis]]]]: A young boy is sleeping at a [[asleep]] over.",0.022494196891784668,0.6267131567001343,2.0,1.0,2.0,40.0,"Successful"
"[[[[Premise]]]]: Young boy wearing pajamas lying down in bed and sleeping on a colorful striped pillow.<SPLIT>[[[[Hypothesis]]]]: A young boy is sleeping on a [[pillow]].","[[[[Premise]]]]: Young boy wearing pajamas lying down in bed and sleeping on a colorful striped pillow.<SPLIT>[[[[Hypothesis]]]]: A young boy is sleeping on a [[cushion]].",0.018539786338806152,0.9942833781242371,1.0,0.0,1.0,50.0,"Successful"
"[[[[Premise]]]]: A man in a blue collared t-shirt posing at someone while holding a hebrew newspaper.<SPLIT>[[[[Hypothesis]]]]: He is wearing the [[newspaper]] on his head.","[[[[Premise]]]]: A man in a blue collared t-shirt posing at someone while holding a hebrew newspaper.<SPLIT>[[[[Hypothesis]]]]: He is wearing the [[newsprint]] on his head.",0.30289191007614136,0.9927352070808411,0.0,1.0,0.0,39.0,"Successful"
"[[[[Premise]]]]: A man in a blue collared t-shirt posing at someone while holding a hebrew newspaper.<SPLIT>[[[[Hypothesis]]]]: [[He]] is reading the newspaper.","[[[[Premise]]]]: A man in a blue collared t-shirt posing at someone while holding a hebrew newspaper.<SPLIT>[[[[Hypothesis]]]]: [[It]] is reading the newspaper.",0.16757333278656006,0.7806077003479004,2.0,0.0,2.0,23.0,"Successful"
"[[[[Premise]]]]: A man in a blue collared t-shirt posing at someone while holding a hebrew newspaper.<SPLIT>[[[[Hypothesis]]]]: He is [[jewish]].","[[[[Premise]]]]: A man in a blue collared t-shirt posing at someone while holding a hebrew newspaper.<SPLIT>[[[[Hypothesis]]]]: He is [[midrash]].",0.005751252174377441,0.3595315217971802,2.0,2.0,2.0,49.0,"Failed"
"[[[[Premise]]]]: A bearded man jumps in the snow with the ocean in the background and an orange, recumbent bike parked near a road sign.<SPLIT>[[[[Hypothesis]]]]: A [[human]] jumping.","[[[[Premise]]]]: A bearded man jumps in the snow with the ocean in the background and an orange, recumbent bike parked near a road sign.<SPLIT>[[[[Hypothesis]]]]: A [[humane]] jumping.",0.00017261505126953125,0.9482245445251465,1.0,2.0,1.0,37.0,"Successful"
"[[[[Premise]]]]: A bearded man jumps in the snow with the ocean in the background and an orange, recumbent bike parked near a road sign.<SPLIT>[[[[Hypothesis]]]]: [[Nobody]] is jumping.","[[[[Premise]]]]: A bearded man jumps in the snow with the ocean in the background and an orange, recumbent bike parked near a road sign.<SPLIT>[[[[Hypothesis]]]]: [[Someone]] is jumping.",0.000331878662109375,0.9999353885650635,0.0,1.0,0.0,49.0,"Successful"
"[[[[Premise]]]]: A bearded man jumps in the snow with the ocean in the background and an orange, recumbent bike parked near a road sign.<SPLIT>[[[[Hypothesis]]]]: A [[tall]] human jumping.","[[[[Premise]]]]: A bearded man jumps in the snow with the ocean in the background and an orange, recumbent bike parked near a road sign.<SPLIT>[[[[Hypothesis]]]]: A [[gargantuan]] human jumping.",0.001644432544708252,0.9735317230224609,2.0,1.0,2.0,53.0,"Successful"
"[[[[Premise]]]]: Four children are playing in some water.<SPLIT>[[[[Hypothesis]]]]: The children are [[muddy]].","[[[[Premise]]]]: Four children are playing in some water.<SPLIT>[[[[Hypothesis]]]]: The children are [[ooze]].",0.014007210731506348,0.9731213450431824,2.0,0.0,2.0,25.0,"Successful"
"[[[[Premise]]]]: Four children are playing in some water.<SPLIT>[[[[Hypothesis]]]]: The children are [[wet]].","[[[[Premise]]]]: Four children are playing in some water.<SPLIT>[[[[Hypothesis]]]]: The children are [[rainy]].",0.036026954650878906,0.9993789792060852,1.0,0.0,1.0,27.0,"Successful"
"[[[[Premise]]]]: Four children are playing in some water.<SPLIT>[[[[Hypothesis]]]]: The children are doing [[chores]].","[[[[Premise]]]]: Four children are playing in some water.<SPLIT>[[[[Hypothesis]]]]: The children are doing [[chore]].",0.0018897056579589844,0.9995123147964478,0.0,1.0,0.0,37.0,"Successful"
"[[[[Premise]]]]: Four young girls playing in the water.<SPLIT>[[[[Hypothesis]]]]: Four [[girls]] are in the water.","[[[[Premise]]]]: Four young girls playing in the water.<SPLIT>[[[[Hypothesis]]]]: Four [[hens]] are in the water.",0.01903766393661499,0.9998600482940674,1.0,0.0,1.0,62.0,"Successful"
"[[[[Premise]]]]: Four young girls playing in the water.<SPLIT>[[[[Hypothesis]]]]: There are [[boys]] and girl in the water.","[[[[Premise]]]]: Four young girls playing in the water.<SPLIT>[[[[Hypothesis]]]]: There are [[lads]] and girl in the water.",0.1409074068069458,0.8743360638618469,0.0,2.0,0.0,56.0,"Successful"
"[[[[Premise]]]]: Four young girls playing in the water.<SPLIT>[[[[Hypothesis]]]]: Four girls are [[swimming]].","[[[[Premise]]]]: Four young girls playing in the water.<SPLIT>[[[[Hypothesis]]]]: Four girls are [[bain]].",0.11722946166992188,0.9430891275405884,2.0,0.0,2.0,21.0,"Successful"
"[[[[Premise]]]]: The man in the black t-shirt is trying to throw something.<SPLIT>[[[[Hypothesis]]]]: The man is [[walking]] [[away]].","[[[[Premise]]]]: The man in the black t-shirt is trying to throw something.<SPLIT>[[[[Hypothesis]]]]: The man is [[marche]] [[beside]].",0.0006319880485534668,0.6571394205093384,0.0,1.0,0.0,40.0,"Successful"
"[[[[Premise]]]]: The man in the black t-shirt is trying to throw something.<SPLIT>[[[[Hypothesis]]]]: [[The]] man is in a black shirt.","[[[[Premise]]]]: The man in the black t-shirt is trying to throw something.<SPLIT>[[[[Hypothesis]]]]: [[Both]] man is in a black shirt.",0.01571190357208252,0.7283691763877869,1.0,0.0,1.0,20.0,"Successful"
"[[[[Premise]]]]: The man in the black t-shirt is trying to throw something.<SPLIT>[[[[Hypothesis]]]]: The man is [[throwing]] something to his [[son]].","[[[[Premise]]]]: The man in the black t-shirt is trying to throw something.<SPLIT>[[[[Hypothesis]]]]: The man is [[flinging]] something to his [[fil]].",0.0020693540573120117,0.854316234588623,2.0,1.0,2.0,56.0,"Successful"
"[[[[Premise]]]]: One young boy in a yellow long-sleeved shirt and jeans sitting down, with five adults in front of him, one operating a video camera.<SPLIT>[[[[Hypothesis]]]]: [[Someone]] recording a [[young]] [[boy]] as he [[auditions]] for a [[part]] in a [[movie]].","[[[[Premise]]]]: One young boy in a yellow long-sleeved shirt and jeans sitting down, with five adults in front of him, one operating a video camera.<SPLIT>[[[[Hypothesis]]]]: [[Persona]] recording a [[infantile]] [[barkeep]] as he [[auditioning]] for a [[faction]] in a [[filming]].",0.0035434365272521973,0.7018036842346191,2.0,0.0,2.0,194.0,"Successful"
"[[[[Premise]]]]: One young boy in a yellow long-sleeved shirt and jeans sitting down, with five adults in front of him, one operating a video camera.<SPLIT>[[[[Hypothesis]]]]: [[A]] [[young]] [[boy]] [[juggling]] [[three]] [[red]] [[balls]] while [[blindfolded]].","[[[[Premise]]]]: One young boy in a yellow long-sleeved shirt and jeans sitting down, with five adults in front of him, one operating a video camera.<SPLIT>[[[[Hypothesis]]]]: [[para]] [[adolescent]] [[son]] [[jugglers]] [[five]] [[khmer]] [[dollars]] while [[cuffed]].",5.1975250244140625e-05,0.46229785680770874,0.0,0.0,0.0,138.0,"Failed"
"[[[[Premise]]]]: One young boy in a yellow long-sleeved shirt and jeans sitting down, with five adults in front of him, one operating a video camera.<SPLIT>[[[[Hypothesis]]]]: An adult [[using]] a video camera.","[[[[Premise]]]]: One young boy in a yellow long-sleeved shirt and jeans sitting down, with five adults in front of him, one operating a video camera.<SPLIT>[[[[Hypothesis]]]]: An adult [[consume]] a video camera.",0.03872275352478027,0.9589597582817078,1.0,0.0,1.0,62.0,"Successful"
"[[[[Premise]]]]: Boys with their backs against an incoming wave.<SPLIT>[[[[Hypothesis]]]]: A group of people [[play]] in the ocean.","[[[[Premise]]]]: Boys with their backs against an incoming wave.<SPLIT>[[[[Hypothesis]]]]: A group of people [[jeu]] in the ocean.",0.27746087312698364,0.5970913767814636,2.0,1.0,2.0,32.0,"Successful"
